what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_20",1341838889327
java.vm.info,sysinfo,,,"mixed mode, sharing",1341838889327
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1341838889327
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1341838889327
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1341838889327
java.vm.specification.version,sysinfo,,,"1.0",1341838889327
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1341838889327
java.vm.version,sysinfo,,,"16.3-b01",1341838889327
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1341838889499
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1341838889499
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838890404
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838890435
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1341838890513
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1341838890607
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1341838891106
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1341838891106
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1341838891215
started,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1341838891215
started,bundle,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.ui",1341838891215
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1341838891231
started,bundle,org.eclipse.jst.jsf.common,1.2.1.v20100827,"org.eclipse.jst.jsf.common",1341838891246
started,bundle,org.eclipse.jst.jsf.core,1.3.2.v20100906,"org.eclipse.jst.jsf.core",1341838891246
started,bundle,org.eclipse.jst.jsp.core,1.2.302.v201008251735,"org.eclipse.jst.jsp.core",1341838891278
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1341838891309
started,bundle,org.eclipse.wst.xsd.core,1.1.502.v201008201521,"org.eclipse.wst.xsd.core",1341838891309
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1341838891324
started,bundle,org.eclipse.wst.wsi.ui,1.0.501.v201004201506,"org.eclipse.wst.wsi.ui",1341838891324
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1341838898048
error,log,,,"Core exception while retrieving the content description",1341838898532
error,log,,,"Core exception while retrieving the content description",1341838898532
error,log,,,"Core exception while retrieving the content description",1341838898532
error,log,,,"Core exception while retrieving the content description",1341838898532
error,log,,,"Core exception while retrieving the content description",1341838898532
error,log,,,"Core exception while retrieving the content description",1341838898532
error,log,,,"Core exception while retrieving the content description",1341838898547
error,log,,,"Core exception while retrieving the content description",1341838898547
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1341838898578
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1341838899452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838899546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838904148
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1341838904163
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838905084
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838911105
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838915146
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838916612
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838916628
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838919015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1341838919015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838921043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838930278
error,log,,,"Core exception while retrieving the content description",1341838931448
error,log,,,"Core exception while retrieving the content description",1341838931448
error,log,,,"Core exception while retrieving the content description",1341838931464
error,log,,,"Core exception while retrieving the content description",1341838931464
error,log,,,"Core exception while retrieving the content description",1341838931464
error,log,,,"Core exception while retrieving the content description",1341838931464
error,log,,,"Core exception while retrieving the content description",1341838931464
error,log,,,"Core exception while retrieving the content description",1341838931464
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838932649
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838939451
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1341838939451
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838940590
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838957110
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1341838961307
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1341838964879
started,bundle,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.ui",1341838964879
started,bundle,org.eclipse.wst.html.core,1.1.402.v201008311901,"org.eclipse.wst.html.core",1341838964973
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1341838965113
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1341838965160
started,bundle,org.eclipse.wst.css.core,1.1.401.v201008161749,"org.eclipse.wst.css.core",1341838965191
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.301.v201007080222,"org.eclipse.wst.jsdt.web.support.jsp",1341838965332
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.ui",1341838965332
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1341838965815
started,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1341838965815
started,bundle,org.eclipse.wst.css.ui,1.0.501.v201008232042,"org.eclipse.wst.css.ui",1341838965846
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1341838965987
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.core",1341838965987
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1341838966080
opened,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1341838966127
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1341838966236
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1341838967937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838970667
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1341838970698
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838979060
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1341838981571
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1341838981618
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1341838981868
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1341838984988
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838985768
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838988311
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1341838988311
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.rename",1341838988311
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838989871
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341838993412
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1341838993412
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1341838994644
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1341839001774
opened,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1341839002008
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1341839002039
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1341839005986
opened,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1341839006188
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1341839006220
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1341839010073
opened,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1341839010260
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1341839010291
