what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341851975876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341851980258
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341851981403
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341851986360
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341851986601
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1341851986608
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341851987299
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1341852004590
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1341852004681
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1341852005038
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1341852005074
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852015683
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852017447
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852019041
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852020570
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852022841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852023869
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852024696
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852025393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852028904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852030036
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852030772
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852036525
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852037591
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852040878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852208275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852210975
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852215980
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852216944
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852315560
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852316468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852317346
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852326350
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852330215
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852330930
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341852345472
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1341852348255
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341852362130
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1341852363261
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852369411
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852370866
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852373426
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852381000
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341852384883
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1341852386081
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341852389568
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1341852390484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852398254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852399132
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341852413359
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1341852414596
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1341852422497
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1341852423669
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852425153
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852427327
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852432136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852432752
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852441491
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852442564
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1341852442697
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1341852443139
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1341852443140
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1341852443146
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1341852443150
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1341852443155
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1341852443159
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1341852443159
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1341852443159
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1341852913944
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1341852913945
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1341852913946
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1341852913949
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1341852913949
